id,title,publish_date,cluster_id,pca_x,pca_y,author_count,category_count,categories_joined,authors_joined,keywords_joined,top_conference,url
1808.05907v1,Syntree2Vec - An algorithm to augment syntactic hierarchy into word embeddings,2018-08-14,1,0.058849372,-0.19076945,1,1,cs.CL,Shubham Bhardwaj,syntreevec | algorithm | augment | syntactic | hierarchy | word | embeddings | aims | map | sense | words | lower | dimensional | vector | space | order | reason | training | domain | specific,,http://arxiv.org/abs/1808.05907v1
1808.06022v2,Characterizing Transgender Health Issues in Twitter,2018-08-18,4,-0.26921836,0.11449826,3,4,cs.CY | cs.CL | stat.AP | stat.ML,Amir Karami | Frank Webb | Vanessa L. Kitzie,characterizing | transgender | health | issues | twitter | although | millions | people | world | lack | information | exists | issue | consequences | medical | field | nascent | understanding | identify | meet,,http://arxiv.org/abs/1808.06022v2
1808.06810v2,The Influence of Down-Sampling Strategies on SVD Word Embedding Stability,2018-08-21,3,0.09032473,-0.0035181467,3,1,cs.CL,Johannes Hellrich | Bernd Kampe | Udo Hahn,influence | downsampling | strategies | svd | word | embedding | stability | algorithms | ie | consistency | representations | reveal | trained | repeatedly | data | set | recently | raised | concerns | compare,,http://arxiv.org/abs/1808.06810v2
1808.06876v3,Adversarial training for multi-context joint entity and relation extraction,2018-08-21,1,0.0690236,-0.06685239,4,1,cs.CL,Giannis Bekoulis | Johannes Deleu | Thomas Demeester | Chris Develder,adversarial | training | multicontext | joint | entity | relation | extraction | regularization | method | used | improve | robustness | neural | network | methods | adding | small | perturbations | data | show,EMNLP 2018,http://arxiv.org/abs/1808.06876v3
1808.07016v7,Gaussian Word Embedding with a Wasserstein Distance Loss,2018-08-22,3,-0.011967904,-0.074728854,4,1,cs.CL,Chi Sun | Hang Yan | Xipeng Qiu | Xuanjing Huang,gaussian | word | embedding | wasserstein | distance | loss | compared | based | point | representation | distributionbased | shows | flexibility | expressing | uncertainty | therefore | embeds | richer | semantic | information,,http://arxiv.org/abs/1808.07016v7
1808.07604v1,Review-Driven Multi-Label Music Style Classification by Exploiting Style Correlations,2018-08-23,0,-0.013093695,-0.0359433,4,1,cs.CL,Guangxiang Zhao | Jingjing Xu | Qi Zeng | Xuancheng Ren,reviewdriven | multilabel | music | style | classification | exploiting | correlations | paper | explores | new | natural | language | processing | task | requires | system | identify | multiple | styles | based,,http://arxiv.org/abs/1808.07604v1
1808.08047v1,Role Semantics for Better Models of Implicit Discourse Relations,2018-08-24,1,-0.08622542,0.001931736,1,1,cs.CL,Michael Roth,role | semantics | better | models | implicit | discourse | relations | predicting | structure | challenging | segments | often | thus | hard | distinguish | computationally | extend | previous | work | classify,,http://arxiv.org/abs/1808.08047v1
1808.08270v5,Robust Text Classifier on Test-Time Budgets,2018-08-25,3,0.041987028,-0.0671211,4,3,cs.LG | cs.CL | stat.ML,Md Rizwan Parvez | Tolga Bolukbasi | Kai-Wei Chang | Venkatesh Saligrama,robust | text | classifier | testtime | budgets | propose | generic | interpretable | learning | framework | building | classification | model | achieves | accuracy | comparable | full | models | budget | constraints,IJCAI 2019,http://arxiv.org/abs/1808.08270v5
1808.08762v2,Sentence Embeddings in NLI with Iterative Refinement Encoders,2018-08-27,2,0.17483297,-0.1593172,3,2,cs.CL | cs.LG,Aarne Talman | Anssi Yli-Jyrä | Jörg Tiedemann,sentence | embeddings | nli | iterative | refinement | encoders | sentencelevel | representations | necessary | various | nlp | tasks | recurrent | neural | networks | proven | effective | learning | distributed | trained,,http://arxiv.org/abs/1808.08762v2
1808.09040v1,One-Shot Relational Learning for Knowledge Graphs,2018-08-28,1,-0.011960773,-0.20851734,5,1,cs.CL,Wenhan Xiong | Mo Yu | Shiyu Chang | Xiaoxiao Guo | William Yang Wang,oneshot | relational | learning | knowledge | graphs | kgs | key | components | various | natural | language | processing | applications | expand | coverage | previous | studies | graph | completion | usually,EMNLP 2018,http://arxiv.org/abs/1808.09040v1
1808.09333v2,Bridging Knowledge Gaps in Neural Entailment via Symbolic Models,2018-08-28,1,-0.044065766,-0.21466155,4,2,cs.CL | cs.AI,Dongyeop Kang | Tushar Khot | Ashish Sabharwal | Peter Clark,bridging | knowledge | gaps | neural | entailment | via | symbolic | models | textual | focus | lexical | premise | text | hypothesis | rarely | filling | science | task | leveraging | external,EMNLP 2018,http://arxiv.org/abs/1808.09333v2
1808.09888v4,KDSL: a Knowledge-Driven Supervised Learning Framework for Word Sense Disambiguation,2018-08-28,2,0.029984342,-0.06542792,7,2,cs.CL | cs.AI,Shi Yin | Yi Zhou | Chenguang Li | Shangfei Wang | Jianmin Ji | Xiaoping Chen | Ruili Wang,kdsl | knowledgedriven | supervised | learning | framework | word | sense | disambiguation | propose | new | wsd | utilizes | knowledge | automatically | generate | senselabeled | data | first | wordnet | construct,,http://arxiv.org/abs/1808.09888v4
1808.10025v1,Retrieval-Based Neural Code Generation,2018-08-30,3,0.08215977,-0.03424966,6,1,cs.CL,Shirley Anugrah Hayati | Raphael Olivier | Pravalika Avvaru | Pengcheng Yin | Anthony Tomasic | Graham Neubig,retrievalbased | neural | code | generation | models | generate | program | source | natural | language | representing | tree | structure | common | approach | however | existing | methods | often | fail,EMNLP 2018,http://arxiv.org/abs/1808.10025v1
1808.10485v1,Syntactic Scaffolds for Semantic Structures,2018-08-31,1,0.0142389275,-0.087494805,6,1,cs.CL,Swabha Swayamdipta | Sam Thomson | Kenton Lee | Luke Zettlemoyer | Chris Dyer | Noah A. Smith,syntactic | scaffolds | semantic | structures | introduce | scaffold | approach | incorporating | information | tasks | avoid | expensive | processing | runtime | making | use | treebank | training | multitask | objective,EMNLP 2018,http://arxiv.org/abs/1808.10485v1
1809.00699v1,Multi-Level Structured Self-Attentions for Distantly Supervised Relation Extraction,2018-09-04,2,0.08688983,-0.10308751,4,1,cs.CL,Jinhua Du | Jingguang Han | Andy Way | Dadong Wan,multilevel | structured | selfattentions | distantly | supervised | relation | extraction | attention | mechanisms | often | used | deep | neural | networks | dsre | distinguish | valid | noisy | instances | however,EMNLP2018,http://arxiv.org/abs/1809.00699v1
1809.00717v1,NTUA-SLP at IEST 2018: Ensemble of Neural Transfer Methods for Implicit Emotion Classification,2018-09-04,4,0.0032922921,0.008407864,4,1,cs.CL,Alexandra Chronopoulou | Aikaterini Margatina | Christos Baziotis | Alexandros Potamianos,ntuaslp | iest | ensemble | neural | transfer | methods | implicit | emotion | classification | paper | present | approach | tackle | shared | task | organized | part | wassa | emnlp | given,,http://arxiv.org/abs/1809.00717v1
1809.00918v2,Segmentation-free Compositional $n$-gram Embedding,2018-09-04,3,0.12827517,-0.04969749,3,2,cs.CL | cs.LG,Geewook Kim | Kazuki Fukui | Hidetoshi Shimodaira,segmentationfree | compositional | ngram | embedding | propose | new | type | representation | learning | method | models | words | phrases | sentences | seamlessly | depend | word | segmentation | humanannotated | resources,,http://arxiv.org/abs/1809.00918v2
1809.01060v1,The Effect of Context on Metaphor Paraphrase Aptness Judgments,2018-09-05,3,-0.011739494,0.09773914,2,1,cs.CL,Yuri Bizzoni | Shalom Lappin,effect | context | metaphor | paraphrase | aptness | judgments | conduct | two | experiments | study | first | amt | crowd | source | task | speakers | rank | candidate | sentence | pairs,,http://arxiv.org/abs/1809.01060v1
1809.01083v2,IEST: WASSA-2018 Implicit Emotions Shared Task,2018-09-05,4,-0.19731636,0.1370844,4,1,cs.CL,Roman Klinger | Orphée De Clercq | Saif M. Mohammad | Alexandra Balahur,iest | wassa | implicit | emotions | shared | task | past | tasks | use | data | overt | expressions | happy | see | well | subtle | inferred | instance | event | descriptions,,http://arxiv.org/abs/1809.01083v2
1809.02251v2,Adversarial Feature-Mapping for Speech Enhancement,2018-09-07,2,0.23052178,0.1330948,5,4,eess.AS | cs.AI | cs.CL | cs.SD,Zhong Meng | Jinyu Li | Yifan Gong | Biing-Hwang | Juang,adversarial | featuremapping | speech | enhancement | deep | neural | networks | commonly | used | singlechannel | network | directly | transforms | noisy | features | corresponding | enhanced | ones | trained | minimize,,http://arxiv.org/abs/1809.02251v2
1809.02789v1,Can a Suit of Armor Conduct Electricity? A New Dataset for Open Book Question Answering,2018-09-08,4,-0.17464182,0.0074173314,4,1,cs.CL,Todor Mihaylov | Peter Clark | Tushar Khot | Ashish Sabharwal,suit | armor | conduct | electricity | new | dataset | open | book | question | answering | present | kind | openbookqa | modeled | exams | assessing | human | understanding | subject | comes,EMNLP 2018,http://arxiv.org/abs/1809.02789v1
1809.04259v1,Generalizing Word Embeddings using Bag of Subwords,2018-09-12,3,0.09933929,-0.121219136,3,2,cs.CL | cs.LG,Jinman Zhao | Sidharth Mudgal | Yingyu Liang,generalizing | word | embeddings | using | bag | subwords | approach | problem | pretrained | beyond | fixedsize | vocabularies | without | additional | contextual | information | propose | subwordlevel | vector | generation,EMNLP 2018,http://arxiv.org/abs/1809.04259v1
1809.06639v1,Lung Cancer Concept Annotation from Spanish Clinical Narratives,2018-09-18,1,-0.119353965,-0.027692866,4,2,cs.AI | cs.CL,Marjan Najafabadipour | Juan Manuel Tuñas | Alejandro Rodríguez-González | Ernestina Menasalvas,lung | cancer | concept | annotation | spanish | clinical | narratives | recent | rapid | increase | generation | data | development | computational | science | make | us | able | extract | new,,http://arxiv.org/abs/1809.06639v1
1809.07282v3,Modeling Online Discourse with Coupled Distributed Topics,2018-09-20,4,-0.18411863,-0.014871012,3,3,cs.LG | cs.CL | stat.ML,Nikita Srivatsan | Zachary Wojtowicz | Taylor Berg-Kirkpatrick,modeling | online | discourse | coupled | distributed | topics | paper | propose | deep | globally | normalized | topic | model | incorporates | structural | relationships | connecting | documents | socially | generated,EMNLP 2018,http://arxiv.org/abs/1809.07282v3
1809.08291v1,"Opacity, Obscurity, and the Geometry of Question-Asking",2018-09-22,3,-0.19050369,0.062010527,2,4,cs.CL | cs.AI | physics.soc-ph | q-bio.NC,Christina Boyce-Jacino | Simon DeDeo,opacity | obscurity | geometry | questionasking | asking | questions | pervasive | human | activity | little | understood | makes | difficult | answer | analysis | pair | large | databases | new | york,,http://arxiv.org/abs/1809.08291v1
1809.08390v1,Constructing Financial Sentimental Factors in Chinese Market Using Natural Language Processing,2018-09-22,4,-0.099815704,0.13477828,2,2,q-fin.CP | cs.CL,Junfeng Jiang | Jiahao Li,constructing | financial | sentimental | factors | chinese | market | using | natural | language | processing | paper | design | integrated | algorithm | evaluate | sentiment | firstly | help | web | browser,,http://arxiv.org/abs/1809.08390v1
1809.08399v1,Relating Zipf's law to textual information,2018-09-22,3,-0.14851932,-0.013713705,2,3,cs.CL | nlin.AO | physics.soc-ph,Weibing Deng | Armen E. Allahverdyan,relating | zipfs | law | textual | information | main | regularity | quantitative | linguistics | despite | many | works | devoted | foundations | still | unclear | whether | statistical | deeper | relations,,http://arxiv.org/abs/1809.08399v1
1809.08510v1,Towards Language Agnostic Universal Representations,2018-09-23,0,0.16346025,0.05786621,3,3,cs.CL | cs.LG | stat.ML,Armen Aghajanyan | Xia Song | Saurabh Tiwary,towards | language | agnostic | universal | representations | bilingual | student | learns | solve | word | problems | math | expect | able | problem | languages | fluent | ineven | lessons | taught,,http://arxiv.org/abs/1809.08510v1
1809.08726v2,Context-Aware Attention for Understanding Twitter Abuse,2018-09-24,4,-0.14032276,0.13361734,2,1,cs.CL,Tuhin Chakrabarty | Kilol Gupta,contextaware | attention | understanding | twitter | abuse | original | goal | social | media | platform | facilitate | users | indulge | healthy | meaningful | conversations | often | found | becomes | avenue,,http://arxiv.org/abs/1809.08726v2
1809.08799v1,Chargrid: Towards Understanding 2D Documents,2018-09-24,1,-0.067542344,-0.1649135,7,4,cs.CL | cs.CV | cs.LG | cs.NE,Anoop Raveendra Katti | Christian Reisswig | Cordula Guder | Sebastian Brarda | Steffen Bickel | Johannes Höhne | Jean Baptiste Faddoul,chargrid | towards | understanding | d | documents | introduce | novel | type | text | representation | preserves | layout | document | achieved | encoding | page | twodimensional | grid | characters | based,EMNLP 2018,http://arxiv.org/abs/1809.08799v1
1809.08899v1,Neural network approach to classifying alarming student responses to online assessment,2018-09-20,4,-0.09229466,0.11415906,2,4,cs.IR | cs.CL | cs.LG | stat.ML,Christopher M. Ormerod | Amy E. Harris,neural | network | approach | classifying | alarming | student | responses | online | assessment | automated | scoring | engines | increasingly | used | score | freeform | text | students | give | questions,,http://arxiv.org/abs/1809.08899v1
1809.09408v2,Chinese User Service Intention Classification Based on Hybrid Neural Network,2018-09-25,4,-0.03723636,-0.0034306794,2,2,cs.AI | cs.CL,Shengbin Jia | Yang Xiang,chinese | user | service | intention | classification | based | hybrid | neural | network | order | satisfy | consumers | increasing | personalized | demand | intelligent | arisen | recognition | important | challenge,,http://arxiv.org/abs/1809.09408v2
1809.10763v1,Building a Lemmatizer and a Spell-checker for Sorani Kurdish,2018-09-28,3,0.10430799,0.061868414,2,1,cs.CL,Shahin Salavati | Sina Ahmadi,building | lemmatizer | spellchecker | sorani | kurdish | present | paper | aims | presenting | lemmatization | wordlevel | error | correction | system | propose | hybrid | approach | based | morphological | rules,,http://arxiv.org/abs/1809.10763v1
1810.00647v2,Real Time Monitoring of Social Media and Digital Press,2018-09-29,4,-0.3189343,0.13007915,3,2,cs.CL | cs.IR,Iñaki San Vicente | Xabier Saralegi | Rodrigo Agerri,real | time | monitoring | social | media | digital | press | talaia | platform | configurable | crawler | gathers | content | respect | user | defined | domains | topics | crawled | data,,http://arxiv.org/abs/1810.00647v2
1810.00660v1,Attention-based Encoder-Decoder Networks for Spelling and Grammatical Error Correction,2018-09-22,5,0.17416567,0.0067643365,1,2,cs.CL | cs.AI,Sina Ahmadi,attentionbased | encoderdecoder | networks | spelling | grammatical | error | correction | automatic | systems | one | widely | used | tools | within | natural | language | applications | thesis | assume | task,,http://arxiv.org/abs/1810.00660v1
1810.02980v2,Personality facets recognition from text,2018-10-06,4,-0.15765251,-0.024337105,2,2,cs.CL | cs.AI,Wesley Ramos dos Santos | Ivandre Paraboni,personality | facets | recognition | text | fundamental | big | five | traits | eg | extraversion | activity | known | correlate | broad | range | linguistic | features | accordingly | wellknown | natural,,http://arxiv.org/abs/1810.02980v2
1810.03148v1,Assessing Crosslingual Discourse Relations in Machine Translation,2018-10-07,5,0.028307347,0.14775898,2,1,cs.CL,Karin Sim Smith | Lucia Specia,assessing | crosslingual | discourse | relations | machine | translation | attempt | improve | overall | quality | increasing | focus | integrating | linguistic | elements | mt | significant | progress | achieved | especially,,http://arxiv.org/abs/1810.03148v1
1810.03975v1,Towards Two-Dimensional Sequence to Sequence Model in Neural Machine Translation,2018-10-09,5,0.21716477,-0.057478465,3,1,cs.CL,Parnia Bahar | Christopher Brix | Hermann Ney,towards | twodimensional | sequence | model | neural | machine | translation | work | investigates | alternative | nmt | proposes | novel | architecture | employ | multidimensional | long | shortterm | memory | mdlstm,EMNLP 2018,http://arxiv.org/abs/1810.03975v1
1810.05102v2,Neural Relation Extraction Within and Across Sentence Boundaries,2018-10-12,1,0.005217131,-0.14479329,5,4,cs.CL | cs.AI | cs.IR | cs.LG,Pankaj Gupta | Subburam Rajaram | Hinrich Schütze | Bernt Andrassy | Thomas Runkler,neural | relation | extraction | within | across | sentence | boundaries | past | work | mostly | focuses | binary | entity | pairs | single | recently | nlp | community | gained | interest,AAAI2019,http://arxiv.org/abs/1810.05102v2
1810.05241v4,One Size Does Not Fit All: Generating and Evaluating Variable Number of Keyphrases,2018-10-12,3,-0.03636051,0.04664978,7,2,cs.CL | cs.LG,Xingdi Yuan | Tong Wang | Rui Meng | Khushboo Thaker | Peter Brusilovsky | Daqing He | Adam Trischler,one | size | fit | generating | evaluating | variable | number | keyphrases | different | texts | shall | nature | correspond | desideratum | largely | missing | existing | neural | keyphrase | generation,ACL 2020,http://arxiv.org/abs/1810.05241v4
1810.05867v2,An Empirical Study on Crosslingual Transfer in Probabilistic Topic Models,2018-10-13,0,0.009029736,0.070309125,2,1,cs.CL,Shudong Hao | Michael J. Paul,empirical | study | crosslingual | transfer | probabilistic | topic | models | modeling | popular | choice | first | step | tasks | enable | knowledge | extract | multilingual | features | many | developed,,http://arxiv.org/abs/1810.05867v2
1810.06526v2,Structured Content Preservation for Unsupervised Text Style Transfer,2018-10-16,3,-0.022486815,0.042288877,3,3,cs.CL | cs.LG | stat.ML,Youzhi Tian | Zhiting Hu | Zhou Yu,structured | content | preservation | unsupervised | text | style | transfer | aims | modify | sentence | keeping | unchanged | recent | systems | often | fail | faithfully | preserve | changing | paper,,http://arxiv.org/abs/1810.06526v2
1810.06639v4,A Machine Learning Approach to Persian Text Readability Assessment Using a Crowdsourced Dataset,2018-10-08,3,-0.036924765,0.1535403,2,1,cs.CL,Hamid Mohammadi | Seyed Hossein Khasteh,machine | learning | approach | persian | text | readability | assessment | using | crowdsourced | dataset | automated | essential | language | powerful | tool | improving | understandability | texts | written | published,,http://arxiv.org/abs/1810.06639v4
1810.10136v1,Local Homology of Word Embeddings,2018-10-24,0,0.04261829,-0.08979687,1,2,math.AT | cs.CL,Tadas Temčinas,local | homology | word | embeddings | topological | data | analysis | tda | widely | used | make | progress | number | problems | however | seems | application | natural | language | processing,,http://arxiv.org/abs/1810.10136v1
1810.10927v2,Bayesian Compression for Natural Language Processing,2018-10-25,3,0.12028392,0.006876963,3,3,cs.CL | cs.LG | stat.ML,Nadezhda Chirkova | Ekaterina Lobacheva | Dmitry Vetrov,bayesian | compression | natural | language | processing | lot | tasks | successfully | solved | recurrent | neural | networks | models | huge | number | parameters | majority | often | concentrated | embedding,EMNLP 2018,http://arxiv.org/abs/1810.10927v2
1810.11414v1,A Text Classification Application: Poet Detection from Poetry,2018-10-25,4,-0.0695881,-0.014539347,4,4,cs.IR | cs.CL | cs.LG | stat.ML,Durmus Ozkan Sahin | Oguz Emre Kural | Erdal Kilic | Armagan Karabina,text | classification | application | poet | detection | poetry | widespread | use | internet | size | data | increases | day | poems | given | example | growing | study | aim | classify,,http://arxiv.org/abs/1810.11414v1
1810.12703v1,Unsupervised Neural Machine Translation Initialized by Unsupervised Statistical Machine Translation,2018-10-30,5,0.2393491,0.043629434,2,1,cs.CL,Benjamin Marie | Atsushi Fujita,unsupervised | neural | machine | translation | initialized | statistical | recent | work | achieved | remarkable | results | training | nmt | systems | fully | way | new | dedicated | architectures | rely,,http://arxiv.org/abs/1810.12703v1
1811.00147v1,DOLORES: Deep Contextualized Knowledge Graph Embeddings,2018-11-01,1,-0.024378266,-0.2875951,3,4,cs.CL | cs.AI | cs.LG | cs.NE,Haoyu Wang | Vivek Kulkarni | William Yang Wang,dolores | deep | contextualized | knowledge | graph | embeddings | introduce | new | method | learning | effectively | captures | contextual | cues | dependencies | among | entities | relations | first | note,,http://arxiv.org/abs/1811.00147v1
1811.00258v1,Language-Independent Representor for Neural Machine Translation,2018-11-01,5,0.25352165,-9.331848e-05,5,1,cs.CL,Long Zhou | Yuchen Liu | Jiajun Zhang | Chengqing Zong | Guoping Huang,languageindependent | representor | neural | machine | translation | current | nmt | employs | languagespecific | encoder | represent | source | sentence | adopts | decoder | generate | target | languagedependent | design | leads,,http://arxiv.org/abs/1811.00258v1
1811.00728v1,Improving the Robustness of Speech Translation,2018-11-02,5,0.29473913,0.17651008,6,1,cs.CL,Xiang Li | Haiyang Xue | Wei Chen | Yang Liu | Yang Feng | Qun Liu,improving | robustness | speech | translation | although | neural | machine | nmt | achieved | impressive | progress | recently | usually | trained | clean | parallel | data | set | hence | work,,http://arxiv.org/abs/1811.00728v1
1811.01409v1,Semantic Role Labeling for Knowledge Graph Extraction from Text,2018-11-05,1,-0.07541285,-0.17043374,4,2,cs.AI | cs.CL,Mehwish Alam | Aldo Gangemi | Valentina Presutti | Diego Reforgiato Recupero,semantic | role | labeling | knowledge | graph | extraction | text | paper | introduces | takefive | new | method | transforms | frameoriented | performs | dependency | parsing | identifies | words | evoke,,http://arxiv.org/abs/1811.01409v1
1811.02050v2,Leveraging Weakly Supervised Data to Improve End-to-End Speech-to-Text Translation,2018-11-06,5,0.27652565,0.10878408,9,4,cs.CL | cs.LG | cs.SD | eess.AS,Ye Jia | Melvin Johnson | Wolfgang Macherey | Ron J. Weiss | Yuan Cao | Chung-Cheng Chiu | Naveen Ari | Stella Laurenzo | Yonghui Wu,leveraging | weakly | supervised | data | improve | endtoend | speechtotext | translation | speech | st | models | many | potential | advantages | compared | cascade | automatic | recognition | asr | text,,http://arxiv.org/abs/1811.02050v2
1811.04154v1,Zero-shot Neural Transfer for Cross-lingual Entity Linking,2018-11-10,0,0.08848247,-0.052593756,4,1,cs.CL,Shruti Rijhwani | Jiateng Xie | Graham Neubig | Jaime Carbonell,zeroshot | neural | transfer | crosslingual | entity | linking | maps | mention | source | language | corresponding | entry | structured | knowledge | base | different | target | previous | work | relies,AAAI 2019,http://arxiv.org/abs/1811.04154v1
1811.04284v2,Improving End-to-end Speech Recognition with Pronunciation-assisted Sub-word Modeling,2018-11-11,2,0.15031466,0.064538136,3,1,cs.CL,Hainan Xu | Shuoyang Ding | Shinji Watanabe,improving | endtoend | speech | recognition | pronunciationassisted | subword | modeling | systems | model | text | directly | sequence | characters | subwords | current | approaches | extraction | consider | character | frequencies,,http://arxiv.org/abs/1811.04284v2
1811.04716v1,Input Combination Strategies for Multi-Source Transformer Decoder,2018-11-12,5,0.15666923,-0.04177275,3,1,cs.CL,Jindřich Libovický | Jindřich Helcl | David Mareček,input | combination | strategies | multisource | transformer | decoder | sequencetosequence | tasks | attention | mechanism | modeled | several | ways | topic | thoroughly | studied | recurrent | architectures | paper | extend,,http://arxiv.org/abs/1811.04716v1
1811.05106v1,Interpreting Models by Allowing to Ask,2018-11-13,1,-0.062151365,-0.034137584,4,2,cs.AI | cs.CL,Sungmin Kang | David Keetae Park | Jaehyuk Chang | Jaegul Choo,interpreting | models | allowing | ask | questions | convey | information | questioner | namely | one | know | paper | propose | novel | approach | allow | learning | agent | considers | tricky,,http://arxiv.org/abs/1811.05106v1
1811.05402v1,Embedding Electronic Health Records for Clinical Information Retrieval,2018-11-14,2,0.0355951,-0.12721854,2,2,cs.IR | cs.CL,Xing Wei | Carsten Eickhoff,embedding | electronic | health | records | clinical | information | retrieval | neural | network | representation | learning | frameworks | recently | shown | highly | effective | wide | range | tasks | ranging,,http://arxiv.org/abs/1811.05402v1
1811.05475v2,ML-Net: multi-label classification of biomedical texts with deep neural networks,2018-11-14,2,0.0029908107,-0.14862622,6,4,cs.IR | cs.CL | cs.LG | stat.ML,Jingcheng Du | Qingyu Chen | Yifan Peng | Yang Xiang | Cui Tao | Zhiyong Lu,mlnet | multilabel | classification | biomedical | texts | deep | neural | networks | text | textual | document | assigned | one | labels | due | nature | task | often | considered | challenging,,http://arxiv.org/abs/1811.05475v2
1811.05757v1,Automatic event detection in microblogs using incremental machine learning,2018-10-17,4,-0.2457557,0.06485732,3,2,cs.IR | cs.CL,Tharindu Rukshan Bandaragoda | Daswin De Silva | Damminda Alahakoon,automatic | event | detection | microblogs | using | incremental | machine | learning | global | popularity | led | increasing | accumulation | large | volumes | text | data | microblogging | platforms | twitter,,http://arxiv.org/abs/1811.05757v1
1811.06096v1,Automatic Grammar Augmentation for Robust Voice Command Recognition,2018-11-15,3,0.11725247,0.12783465,4,3,cs.CL | cs.SD | eess.AS,Yang Yang | Anusha Lalitha | Jinwon Lee | Chris Lott,automatic | grammar | augmentation | robust | voice | command | recognition | paper | proposes | novel | pipeline | provides | significant | improvement | accuracy | systems | small | footprint | acoustic | model,,http://arxiv.org/abs/1811.06096v1
1811.06203v1,Combining Axiom Injection and Knowledge Base Completion for Efficient Natural Language Inference,2018-11-15,1,-0.017119275,-0.06591705,4,2,cs.CL | cs.AI,Masashi Yoshikawa | Koji Mineshima | Hiroshi Noji | Daisuke Bekki,combining | axiom | injection | knowledge | base | completion | efficient | natural | language | inference | logicbased | approaches | reasoning | tasks | recognizing | textual | entailment | rte | important | system,AAAI 2019,http://arxiv.org/abs/1811.06203v1
1811.07684v2,Efficient keyword spotting using dilated convolutions and gating,2018-11-19,2,0.11378692,-0.046790782,6,5,cs.LG | cs.CL | cs.SD | eess.AS | stat.ML,Alice Coucke | Mohammed Chlieh | Thibault Gisselbrecht | David Leroy | Mathieu Poumeyrol | Thibaut Lavril,efficient | keyword | spotting | using | dilated | convolutions | gating | explore | application | endtoend | stateless | temporal | modeling | smallfootprint | opposed | recurrent | networks | model | longterm | dependencies,,http://arxiv.org/abs/1811.07684v2
1811.09021v1,Bytes are All You Need: End-to-End Multilingual Speech Recognition and Synthesis with Bytes,2018-11-22,2,0.16637921,0.0748185,5,4,eess.AS | cs.CL | cs.LG | cs.SD,Bo Li | Yu Zhang | Tara Sainath | Yonghui Wu | William Chan,bytes | need | endtoend | multilingual | speech | recognition | synthesis | present | two | models | audiotobyte | ab | bytetoaudio | ba | prior | work | predominantly | used | characters | subwords,,http://arxiv.org/abs/1811.09021v1
1812.00195v1,One for All: Neural Joint Modeling of Entities and Events,2018-12-01,1,-0.11783622,-0.14493994,2,1,cs.CL,Trung Minh Nguyen | Thien Huu Nguyen,one | neural | joint | modeling | entities | events | previous | work | event | extraction | mainly | focused | predictions | triggers | argument | roles | treating | entity | mentions | provided,,http://arxiv.org/abs/1812.00195v1
1812.00898v1,Generating Diverse Programs with Instruction Conditioned Reinforced Adversarial Learning,2018-12-04,0,0.05918766,0.029886577,6,4,cs.LG | cs.CL | cs.CV | stat.ML,Aishwarya Agrawal | Mateusz Malinowski | Felix Hill | Ali Eslami | Oriol Vinyals | Tejas Kulkarni,generating | diverse | programs | instruction | conditioned | reinforced | adversarial | learning | advances | deep | reinforcement | led | agents | perform | well | across | variety | sensorymotor | domains | work,,http://arxiv.org/abs/1812.00898v1
1812.02205v1,Are you tough enough? Framework for Robustness Validation of Machine Comprehension Systems,2018-12-06,3,0.025421312,-0.06579604,3,1,cs.CL,Barbara Rychalska | Dominika Basaj | Przemyslaw Biecek,tough | enough | framework | robustness | validation | machine | comprehension | systems | deep | learning | nlp | domain | lacks | procedures | analysis | model | paper | propose | validates | question,,http://arxiv.org/abs/1812.02205v1
1812.02307v4,EvoMSA: A Multilingual Evolutionary Approach for Sentiment Analysis,2018-11-30,4,-0.06920438,0.14055914,4,3,cs.CL | cs.LG | stat.ML,Mario Graff | Sabino Miranda-Jiménez | Eric S. Tellez | Daniela Moctezuma,evomsa | multilingual | evolutionary | approach | sentiment | analysis | sa | task | related | understanding | peoples | feelings | written | text | starting | point | identify | polarity | level | positive,,http://arxiv.org/abs/1812.02307v4
1812.02627v1,Relevant Word Order Vectorization for Improved Natural Language Processing in Electronic Healthcare Records,2018-12-07,3,-0.016858896,-0.023856515,9,2,cs.CL | cs.CY,Jeffrey Thompson | Jinxiang Hu | Dinesh Pal Mudaranthakam | David Streeter | Lisa Neums | Michele Park | Devin C. Koestler | Byron Gajewski | Matthew S. Mayo,relevant | word | order | vectorization | improved | natural | language | processing | electronic | healthcare | records | objective | health | ehr | represent | rich | resource | conducting | observational | studies,,http://arxiv.org/abs/1812.02627v1
1812.02825v5,Attending to Mathematical Language with Transformers,2018-12-05,5,0.18157268,0.030053144,1,2,cs.CL | cs.LG,Artit Wangperawong,attending | mathematical | language | transformers | expressions | generated | evaluated | used | train | neural | network | models | based | transformer | architecture | targets | analyzed | characterlevel | sequence | transduction,,http://arxiv.org/abs/1812.02825v5
1812.03483v3,To Reverse the Gradient or Not: An Empirical Comparison of Adversarial and Multi-task Learning in Speech Recognition,2018-12-09,0,0.1710183,0.104513295,6,5,cs.LG | cs.CL | cs.SD | eess.AS | stat.ML,Yossi Adi | Neil Zeghidour | Ronan Collobert | Nicolas Usunier | Vitaliy Liptchinsky | Gabriel Synnaeve,reverse | gradient | empirical | comparison | adversarial | multitask | learning | speech | recognition | transcribed | datasets | typically | contain | speaker | identity | instance | data | investigate | two | ways,,http://arxiv.org/abs/1812.03483v3
